adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001493152-24-044866	1946573	KINDLY MD, INC.	8000	US	UT	SALT LAKE CITY	84117	5097 SOUTH 900 EAST	SUITE 100	(385) 388-8220	US	UT	SALT LAKE CITY	84117	5097 SOUTH 900 EAST	SUITE 100	US	UT	843829824			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:26:00.0	0	1	form10-q_htm.xml	1	
0001127537-24-000087	1127537	PULMONX CORP	3841	US	CA	REDWOOD CITY	94063	700 CHESAPEAKE DRIVE		650-364-0400	US	CA	REDWOOD CITY	94063	700 CHESAPEAKE DRIVE		US	DE	000000000	PULMONX	20001031	4-NON	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 16:24:00.0	0	1	lung-20240930_htm.xml	1	
0001496454-24-000021	1496454	CNL HEALTHCARE PROPERTIES, INC.	6798	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		(407) 650-1000	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		US	MD	272876363	CNL HEALTHCARE TRUST, INC.	20120209	4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 13:29:00.0	0	1	chth-20240930_htm.xml	1	
0001193125-24-253153	1325702	MAGNACHIP SEMICONDUCTOR CORP	3674	LU		LUXEMBOURG	L-2146	C/O MAGNACHIP SEMICONDUCTOR S.A.	74, RUE DE MERL	(352) 45-62-62	LU		LUXEMBOURG	L-2146	C/O MAGNACHIP SEMICONDUCTOR S.A.	74, RUE DE MERL	US	DE	830406195	MAGNACHIP SEMICONDUCTOR LLC	20110304	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:21:00.0	0	1	d899494d10q_htm.xml	1	
0001493152-24-046748	1174891	CALETHOS, INC.	6798	US	TX	SUGAR LAND	77478	THREE SUGAR CREEK CENTER	SUITE 100	713-929-3863	US	TX	SUGAR LAND	77478	THREE SUGAR CREEK CENTER	SUITE 100	US	NV	000000000	REALSOURCE RESIDENTIAL, INC	20130814	4-NON	0	1231	10-Q	20240930	2024	Q3	20241119	2024-11-19 13:30:00.0	0	1	form10-q_htm.xml	1	
0001230245-24-000179	1230245	PIPER SANDLER COMPANIES	6211	US	MN	MINNEAPOLIS	55402	800 NICOLLET MALL, SUITE 900		(612) 303-6000	US	MN	MINNEAPOLIS	55402	800 NICOLLET MALL, SUITE 900		US	DE	300168701	PIPER JAFFRAY COMPANIES	20030611	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:01:00.0	0	1	pipr-20240930_htm.xml	1	
0000950170-24-127082	1851961	GCT SEMICONDUCTOR HOLDING, INC.	3674	US	CA	SAN JOSE	95131	2290 NORTH 1ST STREET	SUITE 201	408-434-6040	US	CA	SAN JOSE	95131	2290 NORTH 1ST STREET	SUITE 201	US	DE	862171699	CONCORD ACQUISITION CORP III	20210318	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:17:00.0	0	1	gcts-20240930_htm.xml	1	
0001913724-24-000107	1913724	TPG TWIN BROOK CAPITAL INCOME FUND		US	NY	NEW YORK	10167	245 PARK AVENUE, 26TH FLOOR		(212) 692-8237	US	NY	NEW YORK	10167	245 PARK AVENUE, 26TH FLOOR		US	DE	886103622	AG TWIN BROOK CAPITAL INCOME FUND	20220225	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:31:00.0	0	1	tcap-20240930_htm.xml	1	
0001628280-24-042845	1880613	DIRECT DIGITAL HOLDINGS, INC.	7310	US	TX	HOUSTON	77027	1177 WEST LOOP SOUTH	SUITE 1310	832-402-1051	US	TX	HOUSTON	77027	1177 WEST LOOP SOUTH	SUITE 1310	US	DE	872306185			4-NON	0	1231	10-Q	20240331	2024	Q1	20241015	2024-10-15 16:43:00.0	0	1	drct-20240331_htm.xml	1	
0000950170-24-124197	1665300	PHUNWARE, INC.	7374	US		AUSTIN	78757	7800 SHOAL CREEK BLVD	SUITE 230-S	512-693-4199	US		AUSTIN	78757	7800 SHOAL CREEK BLVD	SUITE 230-S	US	DE	000000000	STELLAR ACQUISITION III INC.	20160128	4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 16:49:00.0	0	1	phun-20240930_htm.xml	1	
0000016875-24-000033	16875	CANADIAN PACIFIC KANSAS CITY LTD/CN	4011	CA	AB	CALGARY ALBERTA	T2C 4X9	7550 OGDEN DALE ROAD S.E.		403-319-3591	CA	AB	CALGARY ALBERTA	T2C 4X9	7550 OGDEN DALE ROAD S.E.				980355078	CANADIAN PACIFIC RAILWAY LTD/CN	19960829	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241024	2024-10-23 17:51:00.0	0	1	cp-20240930_htm.xml	1	
0001683168-24-008413	1956955	UNUSUAL MACHINES, INC.	3663	US	FL	ORLANDO	32811	4677 L B MCLEOD RD	SUITE J	720-383-8983	US	FL	ORLANDO	32811	4677 L B MCLEOD RD	SUITE J	US	NV	660927642			4-NON	0	1231	S-1	20240930	2024	Q3	20241127	2024-11-27 08:31:00.0	0	1	umac_s1_htm.xml	1	
0000922621-24-000023	922621	ERIE INDEMNITY CO	6411	US	PA	ERIE	16530	100 ERIE INSURANCE PL		8148702000	US	PA	ERIE	16530	100 ERIE INSURANCE PLACE		US	PA	250466020			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 16:26:00.0	0	1	erie-20240930_htm.xml	1	
0000950170-24-130642	1768267	CERENCE INC.	7372	US	MA	BURLINGTON	01803	25 MALL ROAD, SUITE 416		617-580-0843	US	MA	BURLINGTON	01803	25 MALL ROAD, SUITE 416		US	DE	834719946	CERENCE LLC	20190513	1-LAF	0	0930	10-K	20240930	2024	FY	20241125	2024-11-25 17:20:00.0	0	1	crnc-20240930_htm.xml	1	
0000108385-24-000062	108385	WORLD ACCEPTANCE CORP	6141	US	SC	GREENVILLE	29607	108 FREDRICK STREET		8642989800	US	SC	GREENVILLE	29606	P O BOX 6429		US	SC	570425114	WORLD FINANCE CORP	19700210	2-ACC	0	0331	10-Q	20240930	2024	Q2	20241107	2024-11-07 16:13:00.0	0	1	wrld-20240930_htm.xml	1	
0001193125-24-237239	2006191	LIONSGATE STUDIOS CORP.	7812	US	CA	SANTA MONICA	90404	2700 COLORADO AVENUE		(877) 848-3866	US	CA	SANTA MONICA	90404	2700 COLORADO AVENUE		CA	BC	000000000	SEAC II CORP.	20231227	1-LAF	0	0331	8-K/A	20240331			20241015	2024-10-15 08:31:00.0	0	1	d833809d8ka_htm.xml	1	
0001493152-24-046648	1730773	BLUE STAR FOODS CORP.	2092	US	FL	WEST PALM BEACH	33401	3330 CLEMATIS STREET	SUITE 217	800-341-2684	US	FL	WEST PALM BEACH	33401	3330 CLEMATIS STREET	SUITE 217	US	DE	824270040	AG ACQUISITION GROUP II, INC.	20180207	4-NON	0	1231	S-1	20240930			20241119	2024-11-19 08:53:00.0	0	1	forms-1_htm.xml	1	
0001683168-24-008308	1756180	NOCERA, INC.	0200	US	GA	ATLANTA	30339	2030 POWERS FERRY RD., SE, SUITE 212		(404) 816-8240	US	GA	ATLANTA	30339	2030 POWERS FERRY RD., SE, SUITE 212		US	NV	161626611			4-NON	0	1231	10-Q/A	20240630	2024	Q2	20241120	2024-11-20 16:03:00.0	0	1	nocera_i10q-063024_htm.xml	1	
0001558370-24-015602	1583107	THERAVANCE BIOPHARMA, INC.	2834	KY		GEORGE TOWN, GRAND CAYMAN	KY1-1104	UGLAND HOUSE, SOUTH CHURCH STREET		650-808-6000	KY		GEORGE TOWN, GRAND CAYMAN	KY1-1104	UGLAND HOUSE, SOUTH CHURCH STREET		KY		000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 06:06:00.0	0	1	tbph-20240930x10q_htm.xml	1	
0001376339-24-000065	1376339	MIMEDX GROUP, INC.	3841	US	GA	MARIETTA	30062	1775 W OAK COMMONS COURT, NE		(770) 651-9100	US	GA	MARIETTA	30062	1775 W OAK COMMONS COURT, NE				262792552	ALYNX, CO.	20060922	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:02:00.0	0	1	mdxg-20240930_htm.xml	1	
0000883237-24-000122	883237	VIRTUS INVESTMENT PARTNERS, INC.	6282	US	CT	HARTFORD	06103	ONE FINANCIAL PLAZA	26TH FLOOR	860-263-4707	US	CT	HARTFORD	06103	ONE FINANCIAL PLAZA	26TH FLOOR	US	DE	263962811	PHOENIX INVESTMENT PARTNERS LTD/CT	19990312	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 08:38:00.0	0	1	vrts-20240930_htm.xml	1	
0001213900-24-087216	1639327	ZHUOXUN HONGTU INC.	7363	CN		BEIJING	100070	ROOM 513, 5TH FLOOR, NO. 5 HAIYING ROAD	FENGTAI DISTRICT	86-139-4977-8662	CN		BEIJING	100070	ROOM 513, 5TH FLOOR, NO. 5 HAIYING ROAD	FENGTAI DISTRICT	US	NV	473413138	GUSHEN, INC	20150410	1-LAF	0	0930	10-Q	20231231	2024	Q1	20241011	2024-10-11 15:09:00.0	0	1	ea0215228-10q_zhuoxun_htm.xml	1	
0001493152-24-046831	1066764	BITECH TECHNOLOGIES CORP	4911	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	(855) 777-0888	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	US	DE	980187705	SPINE INJURY SOLUTIONS, INC	20151007	4-NON	0	1231	424B3	20240930			20241119	2024-11-19 16:31:00.0	0	1	form424b3_htm.xml	1	
0001410578-24-001788	1158324	COGENT COMMUNICATIONS HOLDINGS, INC.	4899	US	DC	WASHINGTON	20037	2450 N STREET, NW		2022954200	US	DC	WASHINGTON	20037	2450 N STREET, NW		US	DE	522337274	COGENT COMMUNICATIONS GROUP INC	20010828	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 12:15:00.0	0	1	ccoi-20240930x10q_htm.xml	1	
0001708599-24-000026	1708599	SERINA THERAPEUTICS, INC.	2834	US	AL	HUNTSVILLE	35806	601 GENOME WAY	SUITE 2001	(256) 327-9630	US	AL	HUNTSVILLE	35806	601 GENOME WAY	SUITE 2001	US	AL	821436829	AGEX THERAPEUTICS, INC.	20170606	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:03:00.0	0	1	ser-20240930_htm.xml	1	
0000950170-24-123245	1817229	VOR BIOPHARMA INC.	2836	US	MA	CAMBRIDGE	02140	100 CAMBRIDGEPARK DRIVE	SUITE 101	617-655-6580	US	MA	CAMBRIDGE	02140	100 CAMBRIDGEPARK DRIVE	SUITE 101	US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:02:00.0	0	1	vor-20240930_htm.xml	1	
0001829126-24-007426	1820875	CXAPP INC.	7372	US	CA	PALO ALTO	94306	FOUR PALO ALTO SQUARE, SUITE 200	3000 EL CAMINO REAL	(650) 999-4009	US	CA	PALO ALTO	94306	FOUR PALO ALTO SQUARE, SUITE 200	3000 EL CAMINO REAL	US	DE	852104918	KINS TECHNOLOGY GROUP, INC.	20200812	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:11:00.0	0	1	cxappinc_10q_htm.xml	1	
0001031296-24-000055	1031296	FIRSTENERGY CORP	4911	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		330-761-7837	US	OH	AKRON	44308-1890	76 SOUTH MAIN ST		US	OH	341843785			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:28:00.0	0	1	fe-20240930_htm.xml	1	
0001213900-24-097793	1892316	LONGDUODUO CO LTD	8000	CN		INNER MONGOLIA	010000	G3-5-8016, SHUI'AN TOWN, RUYI HEADQUARTE	HOHHOT ECONOMIC DEVELOPMENT ZONE	86 (0472) 510 4980	CN		INNER MONGOLIA	010000	G3-5-8016, SHUI'AN TOWN, RUYI HEADQUARTE	HOHHOT ECONOMIC DEVELOPMENT ZONE			372018431			4-NON	0	0630	10-Q	20240930	2025	Q1	20241114	2024-11-14 07:20:00.0	0	1	ea0219353-10q_longduo_htm.xml	1	
0001437749-24-032912	24741	CORNING INC /NY	3357	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		6079749000	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		US	NY	160393470	CORNING GLASS WORKS	19890512	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 11:00:00.0	0	1	glw20240930_10q_htm.xml	1	
0001845437-24-000063	1845437	NET POWER INC.	3620	US	NC	DURHAM	27701	320 RONEY STREET, SUITE 200		(919) 287-4750	US	NC	DURHAM	27701	320 RONEY STREET, SUITE 200		US	NC	981580612	RICE ACQUISITION CORP. II	20210210	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 06:54:00.0	0	1	npwr-20240930_htm.xml	1	
0000950170-24-123958	1860424	ONEX DIRECT LENDING BDC FUND		US	NJ	ENGLEWOOD CLIFFS	07632	930 SYLVAN AVENUE		(201) 541-2121	US	NJ	ENGLEWOOD CLIFFS	07632	930 SYLVAN AVENUE		US	DE	000000000	ONEX FALCON DIRECT LENDING BDC FUND	20210709	4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 15:01:00.0	0	1	ck0001860424-20240930_htm.xml	1	
0000950170-24-123896	1556898	TECHPOINT, INC.	3674	US	CA	SAN JOSE	95131	2550 N. FIRST STREET	SUITE 550	408-324-0588	US	CA	SAN JOSE	95131	2550 N. FIRST STREET	SUITE 550	US	CA	800806545			4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 14:00:00.0	0	1	ck0001556898-20240930_htm.xml	1	
0001350593-24-000079	1350593	MUELLER WATER PRODUCTS, INC.	3490	US	GA	ATLANTA	30328	1200 ABERNATHY RD, NE	SUITE 1200	770-206-4200	US	GA	ATLANTA	30328	1200 ABERNATHY RD, NE	SUITE 1200	US	DE	203547095	MUELLER HOLDING COMPANY, INC.	20060123	1-LAF	1	0930	10-K	20240930	2024	FY	20241120	2024-11-20 15:36:00.0	0	1	mwa-20240930_htm.xml	1	
0001683168-24-007969	1198415	ALTEGRIS WINTON FUTURES FUND, L.P.	6221	US	CA	LA JOLLA	92037	1200 PROSPECT STREET	SUITE 400	858-459-7040	US	CA	LA JOLLA	92037	1200 PROSPECT STREET	SUITE 400	US	CO	841496732	ALTEGRIS WINTON FUTURES FUND LP	20110503	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 15:32:00.0	0	1	altegris_i10q-093024_htm.xml	1	
0001193125-24-258402	1971381	APOLLO INFRASTRUCTURE CO LLC	4900	US	NY	NEW YORK	10019	9 WEST 57TH STREET	42ND FLOOR	2125153200	US	NY	NEW YORK	10019	9 WEST 57TH STREET	42ND FLOOR	US	DE	923084689			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 14:28:00.0	0	1	d899233d10q_htm.xml	1	
0001683168-24-007543	1557798	TIANCI INTERNATIONAL, INC.	3576	US	NV	RENO	89502	401 RYLAND STREET	SUITE 200-A	509-768-2249	US	NV	RENO	89502	401 RYLAND STREET	SUITE 200-A	US	NV	455440446	STEAMPUNK WIZARDS, INC.	20150702	4-NON	0	0731	S-1/A	20240731	2024	Q3	20241101	2024-11-01 16:51:00.0	0	1	tianci_s1a4_htm.xml	1	
0000766829-24-000102	766829	SJW GROUP	4941	US	CA	SAN JOSE	95110	110 W. TAYLOR STREET		4082797800	US	CA	SAN JOSE	95110	110 W. TAYLOR STREET		US	DE	770066628	SJW CORP	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241028	2024-10-28 17:16:00.0	0	1	sjw-20240930_htm.xml	1	
0001079973-24-001394	1121795	GHST WORLD INC.	7372	US	NY	NEW YORK	10065	667 MADISON AVENUE 5TH FLOOR		(212) 634-6860	US	NY	NEW YORK	10065	667 MADISON AVENUE 5TH FLOOR		US	DE	912007477	GHOST TECHNOLOGY INC.	20080922	4-NON	0	0630	10-K	20240630	2024	FY	20241011	2024-10-11 17:08:00.0	0	1	ghst_10k_htm.xml	1	
0000813672-24-000192	813672	CADENCE DESIGN SYSTEMS INC	7372	US	CA	SAN JOSE	95134	2655 SEELY AVENUE BLDG 5		4089431234	US	CA	SAN JOSE	95134	2655 SEELY AVENUE		US	DE	770148231	ECAD INC /DE/	19880609	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-29 17:40:00.0	0	1	cdns-20240930_htm.xml	1	
0001654954-24-014445	1842566	AIRSHIP AI HOLDINGS, INC.	7372	US	WA	REDMOND	98052	8210 154TH AVE NE		(877) 462-4250	US	WA	REDMOND	98052	8210 154TH AVE NE		US	DE	934974766	BYTE ACQUISITION CORP.	20210128	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:01:00.0	0	1	airsp_10q_htm.xml	1	
0001606757-24-000056	1606757	KIMBALL ELECTRONICS, INC.	3672	US	IN	JASPER	47546	1205 KIMBALL BLVD.		812-634-4000	US	IN	JASPER	47546	1205 KIMBALL BLVD.		US	IN	352047713			2-ACC	0	0630	10-Q	20240930	2025	Q1	20241106	2024-11-06 17:17:00.0	0	1	ke-20240930_htm.xml	1	
0001558370-24-015730	1133869	CAPRICOR THERAPEUTICS, INC.	2834	US	CA	BEVERLY HILLS	90211	8840 WILSHIRE BLVD	2ND FLOOR	(310) 358-3200	US	CA	BEVERLY HILLS	90211	8840 WILSHIRE BLVD	2ND FLOOR	US	DE	000000000	NILE THERAPEUTICS, INC.	20070920	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:30:00.0	0	1	capr-20240930x10q_htm.xml	1	
0001558370-24-015431	1787297	PASSAGE BIO, INC.	2836	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, 39TH FLOOR	2678660312	US	PA	PHILADELPHIA	19103	ONE COMMERCE SQUARE	2005 MARKET STREET, 39TH FLOOR	US	DE	822729751			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 07:16:00.0	0	1	pasg-20240930x10q_htm.xml	1	
0001477932-24-006357	1530425	ARTISAN CONSUMER GOODS, INC.	1000	US	WA	SEATTLE	98103	999 N NORTHLAKE WAY STE 203		206-537-7141	US	WA	SEATTLE	98103	999 N NORTHLAKE WAY STE 203				261240056	LASH, INC.	20170926	4-NON	0	0630	10-Q	20240930	2025	Q1	20241011	2024-10-11 06:04:00.0	0	1	arrt_10q_htm.xml	1	
0001929561-24-000127	1929561	RXO, INC.	4700	US	NC	CHARLOTTE	28277	11215 NORTH COMMUNITY HOUSE ROAD		704-572-7302	US	NC	CHARLOTTE	28277	11215 NORTH COMMUNITY HOUSE ROAD		US	DE	882183384	RXO, LLC	20220712	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:17:00.0	0	1	rxo-20240930_htm.xml	1	
0001558370-24-015750	1711933	AKOYA BIOSCIENCES, INC.	3826	US	MA	MARLBOROUGH	01762	100 CAMPUS DRIVE	6TH FLOOR	855.896.8401	US	MA	MARLBOROUGH	01762	100 CAMPUS DRIVE	6TH FLOOR	US	DE	475586242			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 17:01:00.0	0	1	akya-20240930x10q_htm.xml	1	
0001558370-24-014902	913277	CLARUS CORP	3949	US	UT	SALT LAKE CITY	84124	2084 EAST 3900 SOUTH		801-278-5552	US	UT	SALT LAKE CITY	84124	2084 EAST 3900 SOUTH		US	DE	581972600	BLACK DIAMOND, INC.	20110121	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 17:11:00.0	0	1	clar-20240930x10q_htm.xml	1	
0000107815-24-000250	107815	WISCONSIN ELECTRIC POWER CO	4911	US	WI	MILWAUKEE	53290-0001	231 W MICHIGAN ST	PO BOX 2046	414-221-2345	US	WI	MILWAUKEE	53201	231 W MICHIGAN ST	PO BOX 2046	US	WI	390476280			4-NON	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 10:59:00.0	0	1	wep-20240930_htm.xml	1	
0001053706-24-000026	1053706	CRA INTERNATIONAL, INC.	8111	US	MA	BOSTON	02116	200 CLARENDON STREET	T-9	6174253000	US	MA	BOSTON	02116	200 CLARENDON STREET	T-9	US	MA	042372210	CHARLES RIVER ASSOCIATES INC	19980126	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 08:16:00.0	0	1	crai-20240928_htm.xml	1	
0001214659-24-017291	65759	MICROPAC INDUSTRIES INC	3674	US	TX	GARLAND	75040	905 E WALNUT ST		2142723571	US	TX	GARLAND	75040	905 E WALNUT		US	DE	751225149	FARSI INDUSTRIES INC	19700911	4-NON	0	1130	10-Q	20240831	2024	Q3	20241008	2024-10-08 15:40:00.0	0	1	v10724310q_htm.xml	1	
0001493152-24-045964	1569340	CELL SOURCE, INC.	2834	US	NY	NEW YORK	10019	57 WEST 57TH STREET	SUITE 400	646-612-7554	US	NY	NEW YORK	10019	57 WEST 57TH STREET	SUITE 400	US	NV	320379665	TICKET TO SEE, INC.	20130211	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:38:00.0	0	1	form10-q_htm.xml	1	
0000842162-24-000062	842162	LEAR CORP	3714	US	MI	SOUTHFIELD	48033	21557 TELEGRAPH ROAD		2484471500	US	MI	SOUTHFIELD	48033	21557 TELEGRAPH ROAD		US	DE	133386776	LEAR CORP /DE/	19960620	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241024	2024-10-24 09:02:00.0	0	1	lear-20240928_htm.xml	1	
0001069183-24-000061	1069183	AXON ENTERPRISE, INC.	3480	US	AZ	SCOTTSDALE	85255	17800 N. 85TH ST.		480-991-0797	US	AZ	SCOTTSDALE	85255	17800 N. 85TH ST.		US	DE	860741227	TASER INTERNATIONAL INC	20010212	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-07 20:46:00.0	0	1	axon-20240930_htm.xml	1	
0001753926-24-001777	1623590	FINTECH SCION LTD	7389	GB		LONDON	W1H 6DU	PORTMAN HOUSE, 2 PORTMAN STREET		60321432889	GB		LONDON	W1H 6DU	PORTMAN HOUSE, 2 PORTMAN STREET		US	NV	300803939	HWGC HOLDINGS LTD	20220308	4-NON	0	1231	10-K/A	20231231	2023	FY	20241028	2024-10-28 16:16:00.0	0	1	g084493_10ka_htm.xml	1	
0000106640-24-000151	106640	WHIRLPOOL CORP /DE/	3630	US	MI	BENTON HARBOR	49022-2692	WHIRLPOOL CNTR 2000 M 63	C/O CORPORATE SECRETARY	2699235000	US	MI	BENTON HARBOR	49022-2692	WHIRLPOOL CTR 2000 M 63	C/O CORPORATE SECRETARY	US	DE	381490038	WHIRLPOOL SEEGER CORP	19710824	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241024	2024-10-24 10:16:00.0	0	1	whr-20240930_htm.xml	1	
0000909832-24-000049	909832	COSTCO WHOLESALE CORP /NEW	5331	US	WA	ISSAQUAH	98027-	999 LAKE DRIVE		4253138100	US	WA	ISSAQUAH	98027	999 LAKE DRIVE		US	WA	911223280	COSTCO COMPANIES INC	19970401	1-LAF	1	0831	10-K	20240831	2024	FY	20241009	2024-10-08 18:40:00.0	0	1	cost-20240901_htm.xml	1	
0001360604-24-000129	1360604	HEALTHCARE REALTY TRUST INC	6798	US	TN	NASHVILLE	37203	3310 WEST END AVENUE,  SUITE 700		615-269-8175	US	TN	NASHVILLE	37203	3310 WEST END AVENUE,  SUITE 700				000000000	HEALTHCARE TRUST OF AMERICA, INC.	20160802	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 06:32:00.0	0	1	hr-20240930_htm.xml	1	
0001213900-24-088934	1874252	MAINZ BIOMED N.V.	2834	DE		MAINZ	55129	ROBERT KOCH STRASSE 50		49 6131 5542860	DE		MAINZ	55129	ROBERT KOCH STRASSE 50		NL		000000000	MAINZ BIOMED B.V.	20210721	4-NON	0	1231	6-K	20240630	2024	Q2	20241018	2024-10-18 16:01:00.0	0	1	ea0217811-6k_mainz_htm.xml	1	
0001558370-24-013696	820313	AMPHENOL CORP /DE/	3678	US	CT	WALLINGFORD	06492	358 HALL AVE		2032658900							US	DE	222785165			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241025	2024-10-25 16:50:00.0	0	1	aph-20240930x10q_htm.xml	1	
0001609550-24-000053	1609550	INSPIRE MEDICAL SYSTEMS, INC.	3841	US	MN	GOLDEN VALLEY	55416	5500 WAYZATA BLVD	SUITE 1600	763-957-5037	US	MN	GOLDEN VALLEY	55416	5500 WAYZATA BLVD	SUITE 1600	US	DE	261377674			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 16:18:00.0	0	1	insp-20240930_htm.xml	1	
0000057515-24-000029	57515	LANCASTER COLONY CORP	2030	US	OH	WESTERVILLE	43082	380 POLARIS PARKWAY		6142247141	US	OH	WESTERVILLE	43082	380 POLARIS PARKWAY		US	OH	131955943			1-LAF	0	0630	10-Q	20240930	2025	Q1	20241031	2024-10-31 07:44:00.0	0	1	lanc-20240930_htm.xml	1	
0000109380-24-000134	109380	ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/	6021	US	UT	SALT LAKE CITY	84133	ONE SOUTH MAIN STREET	11TH FLOOR	8018447637	US	UT	SALT LAKE CITY	84133	ONE SOUTH MAIN STREET	11TH FLOOR	US	UT	870227400	ZIONS BANCORPORATION /UT/	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 14:10:00.0	0	1	zions-20240930_htm.xml	1	
0001213900-24-098386	1938570	UNITE ACQUISITION 2 CORP.	6770	US	NY	NEW YORK	10017	12 E. 49TH STREET	11TH FLOOR	(917) 200-3734	US	NY	NEW YORK	10017	12 E. 49TH STREET	11TH FLOOR	US	DE	881593753			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:01:00.0	0	1	ea0220964-10q_uniteacq2_htm.xml	1	
0001493152-24-045734	1544190	SHEPHERD'S FINANCE, LLC	6153	US	FL	JACKSONVILLE	32223	12276 SAN JOSE BLVD, SUITE 108		9045033989	US	FL	JACKSONVILLE	32223	12276 SAN JOSE BLVD, SUITE 108		US	DE	364608739			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 15:16:00.0	0	1	form10-q_htm.xml	1	
0001140361-24-048684	1133062	JANEL CORP	7389	US	NY	NEW YORK	10011	80 EIGHTH AVENUE		718-527-3800	US	NY	NEW YORK	10011	80 EIGHTH AVENUE		US	NV	861005291	JANEL WORLD TRADE LTD	20020730	4-NON	0	0930	10-K	20240930	2024	FY	20241206	2024-12-06 17:01:00.0	0	1	ef20034565_10k_htm.xml	1	
0001493152-24-046738	1812360	FOXO TECHNOLOGIES INC.	8731	US	MN	MINNEAPOLIS	55401	729 WASHINGTON AVE. N	SUITE 600	(612) 562-9447	US	MN	MINNEAPOLIS	55401	729 WASHINGTON AVE. N	SUITE 600	US	DE	851050265	DELWINDS INSURANCE ACQUISITION CORP.	20200518	4-NON	0	1231	10-Q	20240930	2024	Q3	20241119	2024-11-19 13:10:00.0	0	1	form10-q_htm.xml	1	
